"","Number","File","Date","Subject","Result","TA_Tally","NIL_Tally"
"461","461","Ireland-seanad-minutes-2014June10-p36.html","2014/6/10","10/Jun/2014 Suspension of Standing Orders: Motion (Continued)","Question declared lost.","17","23"
"462","462","Ireland-seanad-minutes-2014June11-p14.html","2014/6/11","11/Jun/2014 Public Health (Sunbeds) Bill 2013: Committee Stage (Continued)","Amendment declared lost.","15","24"
"463","463","Ireland-seanad-minutes-2014June11-p15.html","2014/6/11","11/Jun/2014 Public Health (Sunbeds) Bill 2013: Committee Stage (Continued)","Amendment declared lost.","15","24"
"464","464","Ireland-seanad-minutes-2014June11-p24.html","2014/6/11","11/Jun/2014 Suspension of Standing Orders: Motion (Continued)","Question declared lost.","21","23"
"465","465","Ireland-seanad-minutes-2014June11-p8.html","2014/6/11","11/Jun/2014 Order of Business (Continued)","Amendment declared lost.","14","23"
"466","466","Ireland-seanad-minutes-2014June12-p10.html","2014/6/12","12/Jun/2014 Order Of Business (Continued)","Amendment declared lost.","20","26"
"467","467","Ireland-seanad-minutes-2014June12-p11.html","2014/6/12","12/Jun/2014 Order Of Business (Continued)","Question declared carried.","26","21"
"468","468","Ireland-seanad-minutes-2014June12-p14.html","2014/6/12","12/Jun/2014 Committee of Inquiry into the Banking Crisis: Motion (Continued)","Question declared carried.","26","22"
"469","469","Ireland-seanad-minutes-2014June12-p25.html","2014/6/12","12/Jun/2014 State Airports (Shannon Group) Bill 2014: Report and Final Stages (Continued)","Question declared carried.","25","13"
"470","470","Ireland-seanad-minutes-2014June17-p16.html","2014/6/17","17/Jun/2014 Order of Business (Continued)","Amendment declared lost.","19","26"
"471","471","Ireland-seanad-minutes-2014June18-p12.html","2014/6/18","18/Jun/2014 Order of Business (Continued)","Amendment declared lost.","24","25"
"472","472","Ireland-seanad-minutes-2014June18-p13.html","2014/6/18","18/Jun/2014 Order of Business (Continued)","Question declared carried.","26","22"
"473","473","Ireland-seanad-minutes-2014June18-p32.html","2014/6/18","18/Jun/2014 Irish Human Rights and Equality Commission Bill 2014: Second Stage (Continued)","Question declared carried.","29","10"
"474","474","Ireland-seanad-minutes-2014June19-p19.html","2014/6/19","19/Jun/2014 Offences Against the State (Amendment) Act 1998: Motion (Continued)","Question declared.","29"," 2"
"475","475","Ireland-seanad-minutes-2014June19-p23.html","2014/6/19","19/Jun/2014 Criminal Justice (Amendment) Act 2009: Motion (Continued)","Question declared carried.","31"," 2"
"476","476","Ireland-seanad-minutes-2014June24-p23.html","2014/6/24","24/Jun/2014 Public Health (Standardised Packaging of Tobacco) Bill 2014: Committee and Remaining Stages (Continued)","Amendment declared lost.","17","23"
"477","477","Ireland-seanad-minutes-2014June25-p7.html","2014/6/25","25/Jun/2014 Order of Business (Continued)","Amendment declared lost."," 8","25"
"478","478","Ireland-seanad-minutes-2014June26-p18.html","2014/6/26","26/Jun/2014 Social Welfare and Pensions Bill 2014: Second Stage (Continued)","Question declared carried.","23"," 9"
"479","479","Ireland-seanad-minutes-2014June26-p7.html","2014/6/26","26/Jun/2014 Order of Business (Continued)","Amendment declared lost.","13","22"
"480","480","Ireland-seanad-minutes-2014March26-p11.html","2014/3/26","26/Mar/2014 Order of Business (Continued)","Amendment declared lost.","16","26"
"481","481","Ireland-seanad-minutes-2014March26-p13.html","2014/3/26","26/Mar/2014 Order of Business (Continued)","Amendment declared lost.","16","25"
"482","482","Ireland-seanad-minutes-2014March26-p28.html","2014/3/26","26/Mar/2014 Beef Industry: Motion (Continued)","Amendment declared carried.","30","17"
"483","483","Ireland-seanad-minutes-2014March26-p29.html","2014/3/26","26/Mar/2014 Beef Industry: Motion (Continued)","Question declared carried.","30","17"
"484","484","Ireland-seanad-minutes-2014May15-p6.html","2014/5/15","15/May/2014 Order of Business (Continued)","Amendment declared lost.","11","17"
"485","485","Ireland-seanad-minutes-2014May27-p16.html","2014/5/27","27/May/2014 Order of Business (Continued)","Amendment declared lost.","13","22"
"486","486","Ireland-seanad-minutes-2014May27-p30.html","2014/5/27","27/May/2014 State Airports (Shannon Group) Bill 2014: Committee Stage (Continued)","Question declared carried.","22","13"
"487","487","Ireland-seanad-minutes-2014May28-p20.html","2014/5/28","28/May/2014 Maternity Services: Motion (Continued)","Amendment declared carried.","26","16"
"488","488","Ireland-seanad-minutes-2014May28-p20.html","2014/5/28","28/May/2014 Maternity Services: Motion (Continued)","Question declared carried.","26","16"
"489","489","Ireland-seanad-minutes-2014May28-p8.html","2014/5/28","28/May/2014 Order of Business (Continued)","Amendment declared lost.","10","25"
"490","490","Ireland-seanad-minutes-2014May28-p9.html","2014/5/28","28/May/2014 Order of Business (Continued)","Question declared carried.","26","10"
"491","491","Ireland-seanad-minutes-2014May29-p9.html","2014/5/29","29/May/2014 Order of Business (Continued)","Amendment declared lost.","15","21"
"492","492","Ireland-seanad-minutes-2014November05-p2.html","2014/11/ 5","05/Nov/2014 Prelude","Amendment declared carried.","54"," 0"
"493","493","Ireland-seanad-minutes-2014November05-p2.html","2014/11/ 5","05/Nov/2014 Prelude","Question declared.","37","16"
"494","494","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Amendment declared lost.","20","30"
"495","495","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Amendment declared lost.","18","24"
"496","496","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Question declared carried.","25","17"
"497","497","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Question declared carried.","25","18"
"498","498","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Question declared carried.","23","16"
"499","499","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Amendment declared lost."," 4","38"
"500","500","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Amendment declared lost.","15","25"
"501","501","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Amendment declared lost.","17","24"
"502","502","Ireland-seanad-minutes-2014November12-p2.html","2014/11/12","12/Nov/2014 Prelude","Question declared lost.","16","22"
"503","503","Ireland-seanad-minutes-2014November13-p2.html","2014/11/13","13/Nov/2014 Prelude","Amendment declared lost.","12","26"
"504","504","Ireland-seanad-minutes-2014November20-p2.html","2014/11/20","20/Nov/2014 Prelude","Amendment declared lost.","15","21"
"505","505","Ireland-seanad-minutes-2014November20-p2.html","2014/11/20","20/Nov/2014 Prelude","Question declared carried.","21","15"
"506","506","Ireland-seanad-minutes-2014November25-p2.html","2014/11/25","25/Nov/2014 Prelude","Amendment declared lost.","19","26"
"507","507","Ireland-seanad-minutes-2014November25-p2.html","2014/11/25","25/Nov/2014 Prelude","Question declared carried.","25","18"
"508","508","Ireland-seanad-minutes-2014November26-p2.html","2014/11/26","26/Nov/2014 Prelude","Question declared carried.","40"," 2"
"509","509","Ireland-seanad-minutes-2014October01-p2.html","2014/10/ 1","01/Oct/2014 Prelude","Amendment declared lost.","11","22"
"510","510","Ireland-seanad-minutes-2014October01-p2.html","2014/10/ 1","01/Oct/2014 Prelude","Amendment declared carried.","19","14"
"511","511","Ireland-seanad-minutes-2014October01-p2.html","2014/10/ 1","01/Oct/2014 Prelude","Amendment declared lost.","12","18"
"512","512","Ireland-seanad-minutes-2014October02-p2.html","2014/10/ 2","02/Oct/2014 Prelude","Amendment declared lost.","13","19"
"513","513","Ireland-seanad-minutes-2014October02-p2.html","2014/10/ 2","02/Oct/2014 Prelude","Amendment declared lost.","11","18"
"514","514","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Amendment declared lost.","21","22"
"515","515","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Amendment declared lost.","18","24"
"516","516","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Amendment declared lost.","19","24"
"517","517","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Question declared carried.","25","18"
"518","518","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Amendment declared carried.","21","13"
"519","519","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Question declared carried.","24","15"
"520","520","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Amendment declared carried.","24","14"
"521","521","Ireland-seanad-minutes-2014October08-p2.html","2014/10/ 8","08/Oct/2014 Prelude","Question declared carried.","22","15"
"522","522","Ireland-seanad-minutes-2014October09-p2.html","2014/10/ 9","09/Oct/2014 Prelude","Amendment declared lost.","16","19"
"523","523","Ireland-seanad-minutes-2014October15-p2.html","2014/10/15","15/Oct/2014 Prelude","Amendment declared lost.","16","31"
"524","524","Ireland-seanad-minutes-2014October21-p2.html","2014/10/21","21/Oct/2014 Prelude","Amendment declared lost.","15","20"
"525","525","Ireland-seanad-minutes-2014October21-p2.html","2014/10/21","21/Oct/2014 Prelude","Question declared carried.","26","11"
"526","526","Ireland-seanad-minutes-2014October22-p2.html","2014/10/22","22/Oct/2014 Prelude","Amendment declared lost.","21","26"
"527","527","Ireland-seanad-minutes-2014October22-p2.html","2014/10/22","22/Oct/2014 Prelude","Amendment declared carried.","23","17"
"528","528","Ireland-seanad-minutes-2014October22-p2.html","2014/10/22","22/Oct/2014 Prelude","Question declared carried.","28","13"
"529","529","Ireland-seanad-minutes-2014October22-p2.html","2014/10/22","22/Oct/2014 Prelude","Question declared lost.","20","25"
"530","530","Ireland-seanad-minutes-2014October23-p2.html","2014/10/23","23/Oct/2014 Prelude","Amendment declared lost.","15","19"
"531","531","Ireland-seanad-minutes-2014October23-p2.html","2014/10/23","23/Oct/2014 Prelude","Amendment declared lost.","15","20"
"532","532","Ireland-seanad-minutes-2014October23-p2.html","2014/10/23","23/Oct/2014 Prelude","Question declared carried.","22","12"
"533","533","Ireland-seanad-minutes-2014October23-p2.html","2014/10/23","23/Oct/2014 Prelude","Question declared carried.","18","12"
"534","534","Ireland-seanad-minutes-2014September17-p2.html","2014/9/17","17/Sep/2014 Prelude","Amendment declared lost.","20","27"
"535","535","Ireland-seanad-minutes-2014September17-p2.html","2014/9/17","17/Sep/2014 Prelude","Amendment declared carried.","27","19"
"536","536","Ireland-seanad-minutes-2014September17-p2.html","2014/9/17","17/Sep/2014 Prelude","Question declared carried.","27","19"
"537","537","Ireland-seanad-minutes-2014September18-p2.html","2014/9/18","18/Sep/2014 Prelude","Amendment declared lost.","16","24"
"538","538","Ireland-seanad-minutes-2014September23-p2.html","2014/9/23","23/Sep/2014 Prelude","Amendment declared carried.","21","19"
"539","539","Ireland-seanad-minutes-2014September23-p2.html","2014/9/23","23/Sep/2014 Prelude","Question declared carried.","21","14"
"540","540","Ireland-seanad-minutes-2014September23-p2.html","2014/9/23","23/Sep/2014 Prelude","Question declared carried.","19"," 9"
"541","541","Ireland-seanad-minutes-2014September24-p2.html","2014/9/24","24/Sep/2014 Prelude","Amendment declared lost.","18","21"
"542","542","Ireland-seanad-minutes-2014September24-p2.html","2014/9/24","24/Sep/2014 Prelude","Amendment declared lost.","17","22"
"543","543","Ireland-seanad-minutes-2014September24-p2.html","2014/9/24","24/Sep/2014 Prelude","Question declared carried.","22","16"
"544","544","Ireland-seanad-minutes-2014September25-p2.html","2014/9/25","25/Sep/2014 Prelude","Amendment declared lost.","17","21"
"545","545","Ireland-seanad-minutes-2014September25-p2.html","2014/9/25","25/Sep/2014 Prelude","Question declared carried.","22","15"
"546","546","Ireland-seanad-minutes-2014September30-p2.html","2014/9/30","30/Sep/2014 Prelude","Amendment declared lost.","21","23"
"547","547","Ireland-seanad-minutes-2015April01-p2.html","2015/4/ 1","01/Apr/2015 Prelude","Amendment declared lost.","10","23"
"548","548","Ireland-seanad-minutes-2015April15-p2.html","2015/4/15","15/Apr/2015 Prelude","Amendment declared lost.","11","22"
"549","549","Ireland-seanad-minutes-2015April21-p2.html","2015/4/21","21/Apr/2015 Prelude","Amendment declared lost.","10","22"
"550","550","Ireland-seanad-minutes-2015April21-p2.html","2015/4/21","21/Apr/2015 Prelude","Question declared carried.","18"," 6"
"551","551","Ireland-seanad-minutes-2015April22-p2.html","2015/4/22","22/Apr/2015 Prelude","Amendment declared lost.","10","20"
"552","552","Ireland-seanad-minutes-2015April22-p2.html","2015/4/22","22/Apr/2015 Prelude","Question declared carried.","23"," 9"
"553","553","Ireland-seanad-minutes-2015April29-p2.html","2015/4/29","29/Apr/2015 Prelude","Question declared carried.","25","10"
"554","554","Ireland-seanad-minutes-2015April29-p2.html","2015/4/29","29/Apr/2015 Prelude","Question declared carried.","21","12"
"555","555","Ireland-seanad-minutes-2015April29-p2.html","2015/4/29","29/Apr/2015 Prelude","Question declared carried.","23","11"
"556","556","Ireland-seanad-minutes-2015April29-p2.html","2015/4/29","29/Apr/2015 Prelude","Question declared carried.","21","13"
"557","557","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","18"," 6"
"558","558","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","18"," 6"
"559","559","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","18"," 5"
"560","560","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","18"," 5"
"561","561","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","16"," 5"
"562","562","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","14"," 6"
"563","563","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 6"
"564","564","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","17"," 6"
"565","565","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 5"
"566","566","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 4"
"567","567","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","16"," 4"
"568","568","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 5"
"569","569","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 6"
"570","570","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","15"," 6"
"571","571","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared carried.","16"," 6"
"572","572","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared lost."," 5","15"
"573","573","Ireland-seanad-minutes-2015December01-p2.html","2015/12/ 1","01/Dec/2015 Prelude","Amendment declared lost."," 6","14"
"574","574","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","16","21"
"575","575","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","19","22"
"576","576","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","12","19"
"577","577","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","12","22"
"578","578","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","13","23"
"579","579","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Question declared carried.","22","14"
"580","580","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","16","21"
"581","581","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","17","24"
"582","582","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","15","25"
"583","583","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","16","27"
"584","584","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","15","25"
"585","585","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","16","25"
"586","586","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","17","23"
"587","587","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","14","23"
"588","588","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Question declared carried.","23"," 8"
"589","589","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost."," 8","20"
"590","590","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","10","20"
"591","591","Ireland-seanad-minutes-2015December02-p2.html","2015/12/ 2","02/Dec/2015 Prelude","Amendment declared lost.","10","20"
"592","592","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Amendment declared lost.","15","18"
"593","593","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Question declared carried.","20","15"
"594","594","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Question declared carried.","23","14"
"595","595","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Amendment declared lost.","12","20"
"596","596","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Amendment declared lost.","10","19"
"597","597","Ireland-seanad-minutes-2015December03-p2.html","2015/12/ 3","03/Dec/2015 Prelude","Question declared lost.","17"," 7"
"598","598","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 9","17"
"599","599","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 9","16"
"600","600","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 9","14"
"601","601","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 9","17"
"602","602","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared carried.","17"," 9"
"603","603","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 7","18"
"604","604","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost."," 7","18"
"605","605","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost.","10","17"
"606","606","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Amendment declared lost.","11","18"
"607","607","Ireland-seanad-minutes-2015December07-p2.html","2015/12/ 7","07/Dec/2015 Prelude","Question declared carried.","18","11"
"608","608","Ireland-seanad-minutes-2015December08-p2.html","2015/12/ 8","08/Dec/2015 Prelude","Amendment declared lost.","15","22"
"609","609","Ireland-seanad-minutes-2015December08-p2.html","2015/12/ 8","08/Dec/2015 Prelude","Amendment declared lost.","12","18"
"610","610","Ireland-seanad-minutes-2015December08-p2.html","2015/12/ 8","08/Dec/2015 Prelude","Amendment declared lost.","13","18"
"611","611","Ireland-seanad-minutes-2015December09-p2.html","2015/12/ 9","09/Dec/2015 Prelude","Amendment declared lost.","18","25"
"612","612","Ireland-seanad-minutes-2015December09-p2.html","2015/12/ 9","09/Dec/2015 Prelude","Amendment declared lost.","18","26"
"613","613","Ireland-seanad-minutes-2015December09-p2.html","2015/12/ 9","09/Dec/2015 Prelude","Recommendation declared lost.","15","28"
"614","614","Ireland-seanad-minutes-2015December09-p2.html","2015/12/ 9","09/Dec/2015 Prelude","Recommendation declared lost.","18","27"
"615","615","Ireland-seanad-minutes-2015December10-p2.html","2015/12/10","10/Dec/2015 Prelude","Amendment declared lost.","12","24"
"616","616","Ireland-seanad-minutes-2015December15-p2.html","2015/12/15","15/Dec/2015 Prelude","Amendment declared lost.","12","24"
"617","617","Ireland-seanad-minutes-2015December15-p2.html","2015/12/15","15/Dec/2015 Prelude","Question declared lost.","17","24"
"618","618","Ireland-seanad-minutes-2015December16-p2.html","2015/12/16","16/Dec/2015 Prelude","Amendment declared lost.","18","24"
"619","619","Ireland-seanad-minutes-2015December16-p2.html","2015/12/16","16/Dec/2015 Prelude","Amendment declared lost.","20","24"
"620","620","Ireland-seanad-minutes-2015December18-p2.html","2015/12/18","18/Dec/2015 Prelude","Amendment declared lost."," 4","13"
"621","621","Ireland-seanad-minutes-2015December18-p2.html","2015/12/18","18/Dec/2015 Prelude","Question declared carried.","15"," 7"
"622","622","Ireland-seanad-minutes-2015December18-p2.html","2015/12/18","18/Dec/2015 Prelude","Question declared carried.","21"," 2"
"623","623","Ireland-seanad-minutes-2015February04-p2.html","2015/2/ 4","04/Feb/2015 Prelude","Amendment declared lost.","22","24"
"624","624","Ireland-seanad-minutes-2015February05-p2.html","2015/2/ 5","05/Feb/2015 Prelude","Amendment declared lost.","11","21"
"625","625","Ireland-seanad-minutes-2015February10-p2.html","2015/2/10","10/Feb/2015 Prelude","Amendment declared lost.","13","20"
"626","626","Ireland-seanad-minutes-2015February11-p2.html","2015/2/11","11/Feb/2015 Prelude","Amendment declared lost.","19","22"
"627","627","Ireland-seanad-minutes-2015February11-p2.html","2015/2/11","11/Feb/2015 Prelude","Question declared lost.","10","23"
"628","628","Ireland-seanad-minutes-2015February17-p2.html","2015/2/17","17/Feb/2015 Prelude","Amendment declared lost.","14","24"
"629","629","Ireland-seanad-minutes-2015February17-p2.html","2015/2/17","17/Feb/2015 Prelude","Amendment declared lost.","13","23"
"630","630","Ireland-seanad-minutes-2015February17-p2.html","2015/2/17","17/Feb/2015 Prelude","Amendment declared lost.","10","20"
"631","631","Ireland-seanad-minutes-2015February18-p2.html","2015/2/18","18/Feb/2015 Prelude","Amendment declared lost.","16","24"
"632","632","Ireland-seanad-minutes-2015February18-p2.html","2015/2/18","18/Feb/2015 Prelude","Amendment declared lost.","18","22"
"633","633","Ireland-seanad-minutes-2015February18-p2.html","2015/2/18","18/Feb/2015 Prelude","Question declared carried.","27","12"
"634","634","Ireland-seanad-minutes-2015February18-p2.html","2015/2/18","18/Feb/2015 Prelude","Amendment declared lost.","13","23"
"635","635","Ireland-seanad-minutes-2015February19-p2.html","2015/2/19","19/Feb/2015 Prelude","Amendment declared lost.","15","22"
"636","636","Ireland-seanad-minutes-2015February19-p2.html","2015/2/19","19/Feb/2015 Prelude","Question declared carried.","27","12"
"637","637","Ireland-seanad-minutes-2015February19-p2.html","2015/2/19","19/Feb/2015 Prelude","Amendment declared lost.","15","20"
"638","638","Ireland-seanad-minutes-2015February19-p2.html","2015/2/19","19/Feb/2015 Prelude","Amendment declared lost.","12","16"
"639","639","Ireland-seanad-minutes-2015February19-p2.html","2015/2/19","19/Feb/2015 Prelude","Question declared carried.","16"," 8"
"640","640","Ireland-seanad-minutes-2015February25-p2.html","2015/2/25","25/Feb/2015 Prelude","Question declared carried.","25","18"
"641","641","Ireland-seanad-minutes-2015February25-p2.html","2015/2/25","25/Feb/2015 Prelude","Amendment declared carried.","24","17"
"642","642","Ireland-seanad-minutes-2015February25-p2.html","2015/2/25","25/Feb/2015 Prelude","Question declared carried.","24","17"
"643","643","Ireland-seanad-minutes-2015February26-p2.html","2015/2/26","26/Feb/2015 Prelude","Question declared carried.","33"," 2"
"644","644","Ireland-seanad-minutes-2015January21-p2.html","2015/1/21","21/Jan/2015 Prelude","Amendment declared lost.","15","25"
"645","645","Ireland-seanad-minutes-2015January21-p2.html","2015/1/21","21/Jan/2015 Prelude","Question declared carried.","27","14"
"646","646","Ireland-seanad-minutes-2015January21-p2.html","2015/1/21","21/Jan/2015 Prelude","Amendment declared carried.","25","18"
"647","647","Ireland-seanad-minutes-2015January21-p2.html","2015/1/21","21/Jan/2015 Prelude","Question declared carried.","25","18"
"648","648","Ireland-seanad-minutes-2015January27-p2.html","2015/1/27","27/Jan/2015 Prelude","Amendment declared lost.","13","24"
"649","649","Ireland-seanad-minutes-2015January28-p2.html","2015/1/28","28/Jan/2015 Prelude","Amendment declared lost.","14","25"
"650","650","Ireland-seanad-minutes-2015January29-p2.html","2015/1/29","29/Jan/2015 Prelude","Amendment declared lost.","20","24"
"651","651","Ireland-seanad-minutes-2015July01-p2.html","2015/7/ 1","01/Jul/2015 Prelude","Amendment declared lost.","17","22"
"652","652","Ireland-seanad-minutes-2015July01-p2.html","2015/7/ 1","01/Jul/2015 Prelude","Amendment declared lost.","18","21"
"653","653","Ireland-seanad-minutes-2015July01-p2.html","2015/7/ 1","01/Jul/2015 Prelude","Question declared carried.","24","14"
"654","654","Ireland-seanad-minutes-2015July01-p2.html","2015/7/ 1","01/Jul/2015 Prelude","Question declared carried.","23"," 4"
"655","655","Ireland-seanad-minutes-2015July02-p2.html","2015/7/ 2","02/Jul/2015 Prelude","Amendment declared.","21","22"
"656","656","Ireland-seanad-minutes-2015July02-p2.html","2015/7/ 2","02/Jul/2015 Prelude","Question declared carried.","21","18"
"657","657","Ireland-seanad-minutes-2015July07-p2.html","2015/7/ 7","07/Jul/2015 Prelude","Amendment declared lost.","16","25"
"658","658","Ireland-seanad-minutes-2015July08-p2.html","2015/7/ 8","08/Jul/2015 Prelude","Amendment declared lost.","13","25"
"659","659","Ireland-seanad-minutes-2015July08-p2.html","2015/7/ 8","08/Jul/2015 Prelude","Question declared carried.","29","10"
"660","660","Ireland-seanad-minutes-2015July08-p2.html","2015/7/ 8","08/Jul/2015 Prelude","Question declared carried.","25","16"
"661","661","Ireland-seanad-minutes-2015July09-p2.html","2015/7/ 9","09/Jul/2015 Prelude","Amendment declared lost.","16","21"
"662","662","Ireland-seanad-minutes-2015July09-p2.html","2015/7/ 9","09/Jul/2015 Prelude","Amendment declared lost."," 5","15"
"663","663","Ireland-seanad-minutes-2015July14-p2.html","2015/7/14","14/Jul/2015 Prelude","Amendment declared lost.","11","19"
"664","664","Ireland-seanad-minutes-2015July15-p2.html","2015/7/15","15/Jul/2015 Prelude","Amendment declared carried.","24","23"
"665","665","Ireland-seanad-minutes-2015July15-p2.html","2015/7/15","15/Jul/2015 Prelude","Amendment declared lost.","23","24"
"666","666","Ireland-seanad-minutes-2015July15-p2.html","2015/7/15","15/Jul/2015 Prelude","Question declared carried.","24","23"
"667","667","Ireland-seanad-minutes-2015July15-p2.html","2015/7/15","15/Jul/2015 Prelude","Question declared carried.","26"," 9"
"668","668","Ireland-seanad-minutes-2015July15-p2.html","2015/7/15","15/Jul/2015 Prelude","Question declared lost.","14","23"
"669","669","Ireland-seanad-minutes-2015July16-p2.html","2015/7/16","16/Jul/2015 Prelude","Question declared carried.","23","17"
