Year,Month,Day,Vote #,Subject,Result,Ta/Nil,Tally,Legislator1,Legislator2,Legislator3,Legislator4,Legislator5,Legislator6,Legislator7,Legislator8,Legislator9,Legislator10,Legislator11,Legislator12,Legislator13,Legislator14,Legislator15,Legislator16,Legislator17,Legislator18,Legislator19,Legislator20,Legislator21,Legislator22,Legislator23,Legislator24,Legislator25,Legislator26,Legislator27,Legislator28,Legislator29,Legislator30,Legislator31,Legislator32,Legislator33,Legislator34,Legislator35,Legislator36,Legislator37,Legislator38,Legislator39,Legislator40,Legislator41,Legislator42,Legislator43,Legislator44,Legislator45,Legislator46,Legislator47,Legislator48,Legislator49,Legislator50,Legislator51,Legislator52,Legislator53,Legislator54
2015,June,11,1,11/Jun/2015 Prelude,Amendment declared lost.,TA,10,ThomasByrne,TerryLeyden,PaschalMooney,DavidNorris,LabhrasOMurchu,AverilPower,FergalQuinn,JillianVanTurnhout,MaryMWhite,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,11,1,11/Jun/2015 Prelude,Amendment declared lost.,NIL,19,IvanaBacik,ColmBurke,EamonnCoghlan,PaulCoghlan,MartinConway,MauriceCummins,JimDarcy,JohnGilroy,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,MarieLouiseODonnell,PatONeill,KathrynReilly,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,11,2,11/Jun/2015 Prelude,Amendment declared lost.,TA,9,ThomasByrne,TerryLeyden,PaschalMooney,DavidNorris,AverilPower,FergalQuinn,JillianVanTurnhout,MaryMWhite,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,11,2,11/Jun/2015 Prelude,Amendment declared lost.,NIL,18,IvanaBacik,ColmBurke,EamonnCoghlan,MartinConway,MauriceCummins,JimDarcy,JohnGilroy,JamesHeffernan,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,17,0,17/Jun/2015 Prelude,Amendment declared carried.,TA,16,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MauriceCummins,JimDarcy,JohnGilroy,AideenHayden,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,17,0,17/Jun/2015 Prelude,Amendment declared carried.,NIL,11,PaulBradford,ThomasByrne,GerardPCraughwell,MarkDaly,JamesHeffernan,PaschalMooney,TrevorOClochartaigh,MarieLouiseODonnell,AverilPower,JillianVanTurnhout,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,0,18/Jun/2015 Prelude,Amendment declared lost.,TA,13,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,JamesHeffernan,TerryLeyden,DavidNorris,TrevorOClochartaigh,DarraghOBrien,AverilPower,FergalQuinn,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,0,18/Jun/2015 Prelude,Amendment declared lost.,NIL,19,IvanaBacik,ColmBurke,PaulCoghlan,MartinConway,MauriceCummins,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,MarieLouiseODonnell,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,1,18/Jun/2015 Prelude,Amendment declared lost.,TA,17,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,JamesHeffernan,TerryLeyden,DavidNorris,TrevorOClochartaigh,DarraghOBrien,MarieLouiseODonnell,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,1,18/Jun/2015 Prelude,Amendment declared lost.,NIL,18,IvanaBacik,ColmBurke,PaddyBurke,PaulCoghlan,MartinConway,MauriceCummins,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,2,18/Jun/2015 Prelude,Question declared lost.,TA,17,IvanaBacik,ColmBurke,PaulCoghlan,MartinConway,MauriceCummins,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,18,2,18/Jun/2015 Prelude,Question declared lost.,NIL,18,ThomasByrne,GerardPCraughwell,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,DavidNorris,TrevorOClochartaigh,MaryAnnOBrien,MarieLouiseODonnell,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,24,0,24/Jun/2015 Prelude,Amendment declared lost.,TA,14,ThomasByrne,GerardPCraughwell,DavidCullinane,MarkDaly,JamesHeffernan,PaschalMooney,LabhrasOMurchu,DarraghOBrien,MaryAnnOBrien,AverilPower,JillianVanTurnhout,JimWalsh,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,24,0,24/Jun/2015 Prelude,Amendment declared lost.,NIL,19,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MauriceCummins,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,MarieLouiseODonnell,PatONeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,25,0,25/Jun/2015 Prelude,Question declared carried.,TA,20,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MartinConway,MauriceCummins,JohnGilroy,ImeldaHenry,CaitKeane,JohnKelly,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,MaryAnnOBrien,MarieLouiseODonnell,PatONeill,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,25,0,25/Jun/2015 Prelude,Question declared carried.,NIL,14,PaulBradford,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,JamesHeffernan,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,FergalQuinn,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,30,0,30/Jun/2015 Prelude,Amendment declared lost.,TA,17,PaulBradford,ThomasByrne,GerardPCraughwell,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,PaschalMooney,RonanMullen,BrianODomhnaill,DarraghOBrien,DenisODonovan,AverilPower,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,June,30,0,30/Jun/2015 Prelude,Amendment declared lost.,NIL,20,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MauriceCummins,JimDarcy,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,4,0,04/Mar/2015 Prelude,Amendment declared lost.,TA,15,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,TerryLeyden,FiachMacConghail,MarcMacSharry,PaschalMooney,BrianODomhnaill,LabhrasOMurchu,MaryAnnOBrien,JillianVanTurnhout,JimWalsh,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,4,0,04/Mar/2015 Prelude,Amendment declared lost.,NIL,19,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,MarieLouiseODonnell,PatONeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,0,11/Mar/2015 Prelude,Amendment declared lost.,TA,17,SeanDBarrett,ThomasByrne,GerardPCraughwell,JohnCrown,JamesHeffernan,TerryLeyden,RonanMullen,TrevorOClochartaigh,LabhrasOMurchu,DarraghOBrien,MaryAnnOBrien,AverilPower,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,0,11/Mar/2015 Prelude,Amendment declared lost.,NIL,22,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JimDarcy,MichaelWDArcy,AideenHayden,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,1,11/Mar/2015 Prelude,Amendment declared lost.,TA,14,ThomasByrne,GerardPCraughwell,JohnCrown,FidelmaHealyEames,JamesHeffernan,TerryLeyden,RonanMullen,TrevorOClochartaigh,LabhrasOMurchu,DarraghOBrien,AverilPower,KathrynReilly,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,1,11/Mar/2015 Prelude,Amendment declared lost.,NIL,22,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MichaelComiskey,MartinConway,JohnGilroy,AideenHayden,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,MaryAnnOBrien,MarieLouiseODonnell,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,2,11/Mar/2015 Prelude,Amendment declared lost.,TA,13,ThomasByrne,GerardPCraughwell,JohnCrown,DavidCullinane,FidelmaHealyEames,JamesHeffernan,TerryLeyden,TrevorOClochartaigh,DarraghOBrien,AverilPower,KathrynReilly,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,11,2,11/Mar/2015 Prelude,Amendment declared lost.,NIL,23,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,MaryAnnOBrien,MarieLouiseODonnell,PatONeill,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,24,0,24/Mar/2015 Prelude,Amendment declared lost.,TA,17,SeanDBarrett,ThomasByrne,GerardPCraughwell,MarkDaly,JamesHeffernan,TerryLeyden,DavidNorris,TrevorOClochartaigh,DenisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,24,0,24/Mar/2015 Prelude,Amendment declared lost.,NIL,24,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,AideenHayden,LorraineHiggins,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,25,0,25/Mar/2015 Prelude,Amendment declared lost.,TA,13,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,TerryLeyden,PaschalMooney,RonanMullen,DavidNorris,LabhrasOMurchu,DarraghOBrien,AverilPower,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,25,0,25/Mar/2015 Prelude,Amendment declared lost.,NIL,24,IvanaBacik,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,AideenHayden,LorraineHiggins,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,0,26/Mar/2015 Prelude,Amendment declared lost.,TA,5,GerardPCraughwell,JohnCrown,FidelmaHealyEames,DavidNorris,FergalQuinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,0,26/Mar/2015 Prelude,Amendment declared lost.,NIL,23,IvanaBacik,ColmBurke,ThomasByrne,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,DavidCullinane,AideenHayden,ImeldaHenry,JohnKelly,DenisLandy,MarieMoloney,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,PatONeill,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,1,26/Mar/2015 Prelude,Amendment declared lost.,TA,7,ThomasByrne,GerardPCraughwell,JohnCrown,JamesHeffernan,DavidNorris,AverilPower,FergalQuinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,1,26/Mar/2015 Prelude,Amendment declared lost.,NIL,18,IvanaBacik,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,FidelmaHealyEames,ImeldaHenry,DenisLandy,MarieMoloney,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,2,26/Mar/2015 Prelude,Amendment declared carried.,TA,6,SeanDBarrett,GerardPCraughwell,JohnCrown,JamesHeffernan,DavidNorris,FergalQuinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,2,26/Mar/2015 Prelude,Amendment declared carried.,NIL,21,ThomasByrne,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,AideenHayden,FidelmaHealyEames,ImeldaHenry,DenisLandy,MarieMoloney,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,AverilPower,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,3,26/Mar/2015 Prelude,Amendment declared carried.,TA,9,SeanDBarrett,ThomasByrne,JohnCrown,FidelmaHealyEames,RonanMullen,AverilPower,FergalQuinn,JillianVanTurnhout,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,3,26/Mar/2015 Prelude,Amendment declared carried.,NIL,16,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,DavidCullinane,AideenHayden,ImeldaHenry,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,4,26/Mar/2015 Prelude,Amendment declared lost.,TA,7,SeanDBarrett,ThomasByrne,JohnCrown,RonanMullen,AverilPower,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,4,26/Mar/2015 Prelude,Amendment declared lost.,NIL,19,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,DavidCullinane,MauriceCummins,AideenHayden,ImeldaHenry,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,5,26/Mar/2015 Prelude,Amendment declared lost.,TA,3,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,26,5,26/Mar/2015 Prelude,Amendment declared lost.,NIL,20,SeanDBarrett,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,JohnCrown,MauriceCummins,AideenHayden,FidelmaHealyEames,DenisLandy,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,AverilPower,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,0,27/Mar/2015 Prelude,Amendment declared lost.,TA,10,PaulBradford,ThomasByrne,GerardPCraughwell,PaschalMooney,RonanMullen,TrevorOClochartaigh,NedOSullivan,AverilPower,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,0,27/Mar/2015 Prelude,Amendment declared lost.,NIL,20,SeanDBarrett,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MauriceCummins,JimDarcy,AideenHayden,ImeldaHenry,FiachMacConghail,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,DavidNorris,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,1,27/Mar/2015 Prelude,Amendment declared carried.,TA,4,FidelmaHealyEames,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,1,27/Mar/2015 Prelude,Amendment declared carried.,NIL,30,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,ThomasByrne,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,MauriceCummins,JimDarcy,AideenHayden,ImeldaHenry,FiachMacConghail,MarieMoloney,PaschalMooney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,DavidNorris,TrevorOClochartaigh,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,AverilPower,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,2,27/Mar/2015 Prelude,Question declared lost.,TA,30,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,ThomasByrne,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,MauriceCummins,JimDarcy,AideenHayden,ImeldaHenry,FiachMacConghail,MarieMoloney,PaschalMooney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,DavidNorris,TrevorOClochartaigh,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,AverilPower,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,2,27/Mar/2015 Prelude,Question declared lost.,NIL,4,FidelmaHealyEames,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,3,27/Mar/2015 Prelude,Question declared carried.,TA,28,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,ThomasByrne,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,MauriceCummins,AideenHayden,ImeldaHenry,FiachMacConghail,MarieMoloney,PaschalMooney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,DavidNorris,TrevorOClochartaigh,MarieLouiseODonnell,SusanOKeeffe,AverilPower,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,3,27/Mar/2015 Prelude,Question declared carried.,NIL,3,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,4,27/Mar/2015 Prelude,Question declared carried.,TA,29,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,ThomasByrne,EamonnCoghlan,PaulCoghlan,MartinConway,GerardPCraughwell,MauriceCummins,JimDarcy,AideenHayden,ImeldaHenry,FiachMacConghail,MarieMoloney,PaschalMooney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,DavidNorris,TrevorOClochartaigh,MaryAnnOBrien,SusanOKeeffe,AverilPower,JillianVanTurnhout,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,27,4,27/Mar/2015 Prelude,Question declared carried.,NIL,3,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,0,30/Mar/2015 Prelude,Question declared carried.,TA,28,IvanaBacik,SeanDBarrett,PaulBradford,TerryBrennan,ColmBurke,EamonnCoghlan,MichaelComiskey,MartinConway,GerardPCraughwell,MauriceCummins,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,DenisLandy,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,DavidNorris,TrevorOClochartaigh,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,0,30/Mar/2015 Prelude,Question declared carried.,NIL,6,ThomasByrne,RonanMullen,NedOSullivan,FergalQuinn,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,1,30/Mar/2015 Prelude,Amendment declared lost.,TA,4,FidelmaHealyEames,RonanMullen,FergalQuinn,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,1,30/Mar/2015 Prelude,Amendment declared lost.,NIL,32,SeanDBarrett,TerryBrennan,ColmBurke,ThomasByrne,EamonnCoghlan,MartinConway,GerardPCraughwell,MauriceCummins,JimDarcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,DavidNorris,MarieLouiseODonnell,SusanOKeeffe,PatONeill,NedOSullivan,AverilPower,TomSheahan,JillianVanTurnhout,JohnWhelan,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,2,30/Mar/2015 Prelude,Question declared carried.,TA,20,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,GerardPCraughwell,JohnCrown,MauriceCummins,ImeldaHenry,CaitKeane,MarieMoloney,TonyMulcahy,MichaelMullins,HildegardeNaughton,TrevorOClochartaigh,SusanOKeeffe,PatONeill,AverilPower,JillianVanTurnhout,MaryMWhite,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,30,2,30/Mar/2015 Prelude,Question declared carried.,NIL,2,RonanMullen,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,31,0,31/Mar/2015 Prelude,Amendment declared lost.,TA,17,SeanDBarrett,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,FidelmaHealyEames,TerryLeyden,PaschalMooney,RonanMullen,DavidNorris,LabhrasOMurchu,DarraghOBrien,AverilPower,FergalQuinn,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,31,0,31/Mar/2015 Prelude,Amendment declared lost.,NIL,25,IvanaBacik,TerryBrennan,EamonnCoghlan,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,31,1,31/Mar/2015 Prelude,Question declared carried.,TA,24,IvanaBacik,TerryBrennan,EamonnCoghlan,MartinConway,MauriceCummins,JimDarcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,March,31,1,31/Mar/2015 Prelude,Question declared carried.,NIL,17,SeanDBarrett,ThomasByrne,GerardPCraughwell,JohnCrown,MarkDaly,FidelmaHealyEames,TerryLeyden,PaschalMooney,RonanMullen,DavidNorris,LabhrasOMurchu,DarraghOBrien,AverilPower,FergalQuinn,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,May,6,0,06/May/2015 Prelude,Amendment declared carried.,TA,22,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,AideenHayden,ImeldaHenry,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,May,6,0,06/May/2015 Prelude,Amendment declared carried.,NIL,12,GerardPCraughwell,JohnCrown,MarkDaly,JamesHeffernan,RonanMullen,BrianODomhnaill,NedOSullivan,AverilPower,KathrynReilly,JillianVanTurnhout,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,May,7,0,07/May/2015 Prelude,Amendment declared lost.,TA,12,PaulBradford,ThomasByrne,JohnCrown,MarkDaly,JamesHeffernan,TerryLeyden,PaschalMooney,DavidNorris,BrianODomhnaill,LabhrasOMurchu,FergalQuinn,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
